"Id","IsDeleted","CreatedDate","Active_Color__c","Dat_Initial_Assessment__c","Date_assigned_to_staff__c","Date_Turned_Purple__c","Date_Resume_Completed__c","Confirmed_Hired_Date__c","Date_turned_grey__c","Date_turned_green__c","Date_Turned_Blue__c","Attended_Day_1__c","Attended_Day_2__c","Compass_Participant__c","Career_Counseling__c","Date_Attended_HHUSA_Workshop__c","Career_Day_Participant__c","Created_LinkedIn_account__c","Service_Rank__c","HHUSA_Workshop_Participant__c","New_Date_Turned_green__c","New_Date_Turned_Blue__c","Days_To_Get_Hired","Assessment_Date","Assigned_Date","Assessment_Time_inDAYS","Resume_Date","Resume_Time_inDAYS"
0035000001tf7utAAA,0,15JUL13:16:46:00,Blue,16JUL13:00:00:00,15JUL13:00:00:00,,29JUL13:00:00:00,11APR13:00:00:00,,29JUL13:00:00:00,05FEB14:00:00:00,0,0,0,3,,0,0,E-5,0,19568,19759,191,19555,19554,1,19568,13
0035000001tf80hAAA,0,15JUL13:16:50:00,Blue,16JUL13:00:00:00,15JUL13:00:00:00,,08JAN13:00:00:00,29AUG13:00:00:00,,08JAN13:00:00:00,29AUG13:00:00:00,0,0,0,3,,0,0,E-4,0,19366,19599,233,19555,19554,1,19366,-189
0035000001tf81BAAQ,0,15JUL13:16:50:00,Blue,16JUL13:00:00:00,15JUL13:00:00:00,,30JUL13:00:00:00,09OCT13:00:00:00,,30JUL13:00:00:00,09DEC13:00:00:00,0,0,0,2,,0,0,E-4,0,19569,19701,132,19555,19554,1,19569,14
0035000001tfAoVAAU,0,15JUL13:20:54:00,Blue,19SEP13:00:00:00,16SEP13:00:00:00,,30SEP13:00:00:00,14APR14:00:00:00,,30SEP13:00:00:00,29AUG14:00:00:00,0,0,0,1,,0,0,E-4,0,19631,19964,333,19620,19617,3,19631,11
0035000001tfBPaAAM,0,15JUL13:23:57:00,Blue,30JUL13:00:00:00,14APR14:00:00:00,,08SEP13:00:00:00,18AUG14:00:00:00,,08DEC13:00:00:00,21AUG14:00:00:00,0,0,0,7,,0,0,E-6,0,19700,19956,256,19569,19827,-258,19609,40
0035000001tfBPlAAM,0,16JUL13:00:29:00,Blue,09MAR13:00:00:00,21AUG13:00:00:00,,17SEP13:00:00:00,10JUN14:00:00:00,,17SEP13:00:00:00,02DEC15:00:00:00,0,0,0,7,,0,1,E-7,0,19618,20424,806,19426,19591,-165,19618,192
0035000001tfBdYAAU,0,16JUL13:02:02:00,Blue,30JUL13:00:00:00,04AUG14:00:00:00,,31JUL13:00:00:00,19AUG13:00:00:00,,31JUL13:00:00:00,19AUG13:00:00:00,0,0,0,4,,0,0,E-5,0,19570,19589,19,19569,19939,-370,19570,1
0035000001tfDRAAA2,0,16JUL13:12:25:00,Blue,22JUL13:00:00:00,22JUL13:00:00:00,,26JUL13:00:00:00,18NOV14:00:00:00,,26JUL13:00:00:00,18NOV14:00:00:00,0,0,0,,,0,0,E-5,0,19565,20045,480,19561,19561,0,19565,4
0035000001tfEXYAA2,0,16JUL13:15:47:00,Blue,10NOV13:00:00:00,17JUL13:00:00:00,,19JUL13:00:00:00,23APR14:00:00:00,,23SEP13:00:00:00,23APR14:00:00:00,0,0,0,,16JUL13:00:00:00,0,0,O-5,1,19624,19836,212,19672,19556,116,19558,-114
0035000001tfExlAAE,0,16JUL13:17:01:00,Blue,16JUL13:00:00:00,16JUL13:00:00:00,,18JUL13:00:00:00,06FEB14:00:00:00,,,26MAY14:00:00:00,0,0,0,1,16JUL13:00:00:00,0,0,E-6,1,,19869,,19555,19555,0,19557,2
0035000001tfGiDAAU,0,16JUL13:22:46:00,Blue,,17JUL13:00:00:00,,,11AUG10:00:00:00,,,13JUN14:00:00:00,0,0,0,,16JUL13:00:00:00,0,0,O-2,1,,19887,,,19556,,,
0035000001tfGvlAAE,0,17JUL13:00:49:00,Blue,,17JUL13:00:00:00,,29DEC14:00:00:00,12AUG14:00:00:00,,06FEB14:00:00:00,12AUG14:00:00:00,1,1,0,1,16JUL13:00:00:00,0,0,O-2,1,19760,19947,187,,19556,,20086,
0035000001tfGyLAAU,0,17JUL13:01:12:00,Blue,,16JUL13:00:00:00,,,06DEC14:00:00:00,,,16JUN14:00:00:00,0,0,0,,16JUL13:00:00:00,0,0,E-5,1,,19890,,,19555,,,
0035000001tfIqyAAE,0,17JUL13:13:28:00,Blue,10AUG13:00:00:00,10JUL13:00:00:00,,23OCT13:00:00:00,11JUN13:00:00:00,,23OCT13:00:00:00,26NOV13:00:00:00,0,0,0,4,,0,0,E-4,0,19654,19688,34,19580,19549,31,19654,74
0035000001tfJXsAAM,0,17JUL13:15:31:00,Blue,22JUL13:00:00:00,22JUL13:00:00:00,,29JUL13:00:00:00,12SEP13:00:00:00,,29JUL13:00:00:00,24FEB14:00:00:00,0,0,0,,,0,0,E-5,0,19568,19778,210,19561,19561,0,19568,7
0035000001tfLklAAE,0,17JUL13:20:20:00,Blue,24JUL13:00:00:00,22JUL13:00:00:00,,,19OCT15:00:00:00,,30SEP13:00:00:00,19OCT15:00:00:00,0,0,0,6,,0,0,E-5,0,19631,20380,749,19563,19561,2,,
0035000001tfM6wAAE,0,17JUL13:21:31:00,Blue,08JUL13:00:00:00,08MAY13:00:00:00,,26AUG13:00:00:00,16DEC14:00:00:00,,26AUG13:00:00:00,15MAY15:00:00:00,0,0,0,,,0,1,E-6,0,19596,20223,627,19547,19486,61,19596,49
0035000001tfPihAAE,0,18JUL13:15:14:00,Blue,22JUL13:00:00:00,22JUL13:00:00:00,,23JUL13:00:00:00,07AUG14:00:00:00,,23JUL13:00:00:00,07AUG14:00:00:00,0,0,0,2,,0,0,E-6,0,19562,19942,380,19561,19561,0,19562,1
0035000001tfQ3qAAE,0,18JUL13:16:13:00,Blue,20AUG13:00:00:00,14APR14:00:00:00,20AUG13:00:00:00,24SEP13:00:00:00,07OCT14:00:00:00,,,07OCT14:00:00:00,0,0,0,4,,0,0,E-6,0,,20003,,19590,19827,-237,19625,35
0035000001tfQf6AAE,0,18JUL13:17:55:00,Blue,14OCT13:00:00:00,14OCT13:00:00:00,,17OCT13:00:00:00,04MAR15:00:00:00,,17OCT13:00:00:00,04MAR15:00:00:00,0,0,0,,,0,0,E-3,0,19648,20151,503,19645,19645,0,19648,3
0035000001tfSl9AAE,0,18JUL13:22:13:00,Blue,22JUL13:00:00:00,22JUL13:00:00:00,,29JUL13:00:00:00,16SEP13:00:00:00,,29JUL13:00:00:00,16SEP13:00:00:00,0,0,0,2,,0,0,E-8,0,19568,19617,49,19561,19561,0,19568,7
0035000001tfUSrAAM,0,19JUL13:00:25:00,Blue,08JAN13:00:00:00,23JUL13:00:00:00,,19AUG13:00:00:00,17SEP13:00:00:00,,19AUG13:00:00:00,17SEP13:00:00:00,0,0,0,,,0,0,E-5,0,19589,19618,29,19366,19562,-196,19589,223
0035000001tfYiZAAU,0,19JUL13:14:33:00,Blue,,07AUG13:00:00:00,,29JUL13:00:00:00,08JUN13:00:00:00,,29JUL13:00:00:00,08SEP13:00:00:00,0,0,0,6,,0,0,E-6,0,19568,19609,41,,19577,,19568,
0035000001tfcPTAAY,0,19JUL13:22:41:00,Blue,24JUL13:00:00:00,22JUL13:00:00:00,,,02SEP15:00:00:00,,09JUN13:00:00:00,02OCT15:00:00:00,0,0,0,1,,0,0,E-3,0,19518,20363,845,19563,19561,2,,
0035000001tfcRyAAI,0,19JUL13:23:16:00,Blue,24JUL13:00:00:00,22JUL13:00:00:00,,16AUG13:00:00:00,13MAR14:00:00:00,,16AUG13:00:00:00,17MAR14:00:00:00,0,0,0,,,0,0,E-5,0,19586,19799,213,19563,19561,2,19586,23
0035000001tfco1AAA,0,20JUL13:04:19:00,Blue,13AUG13:00:00:00,08DEC13:00:00:00,,15AUG13:00:00:00,09SEP13:00:00:00,,15AUG13:00:00:00,10FEB13:00:00:00,0,0,0,3,,0,0,E-5,0,19585,19399,-186,19583,19700,-117,19585,2
0035000001tfdTCAAY,0,20JUL13:21:42:00,Blue,30JUL13:00:00:00,29JUL13:00:00:00,,08MAY13:00:00:00,10APR13:00:00:00,,08SEP13:00:00:00,10APR13:00:00:00,0,0,0,,,0,0,E-3,0,19609,19458,-151,19569,19568,1,19486,-83
0035000001tffYxAAI,0,22JUL13:13:00:00,Blue,24JUL13:00:00:00,22JUL13:00:00:00,,15AUG13:00:00:00,18NOV13:00:00:00,,15AUG13:00:00:00,11JUL13:00:00:00,0,0,0,7,,0,0,E-3,0,19585,19550,-35,19563,19561,2,19585,22
0035000001tffxtAAA,0,22JUL13:14:20:00,Blue,24JUL13:00:00:00,22APR14:00:00:00,,19AUG13:00:00:00,02SEP15:00:00:00,,19AUG13:00:00:00,14APR15:00:00:00,0,0,0,2,,0,0,E-4,0,19589,20192,603,19563,19835,-272,19589,26
0035000001tfg8WAAQ,0,22JUL13:14:41:00,Blue,23JUL13:00:00:00,22JUL13:00:00:00,,18SEP13:00:00:00,08DEC14:00:00:00,,18SEP13:00:00:00,08DEC14:00:00:00,0,0,0,2,,0,0,E-7,0,19619,20065,446,19562,19561,1,19619,57
0035000001tfgNlAAI,0,22JUL13:15:21:00,Blue,25JUL13:00:00:00,22JUL13:00:00:00,24JUL13:00:00:00,08SEP13:00:00:00,11JAN13:00:00:00,,08SEP13:00:00:00,21NOV13:00:00:00,0,0,0,,,0,0,E-5,0,19609,19683,74,19564,19561,3,19609,45
0035000001tfgO5AAI,0,22JUL13:15:22:00,Blue,24JUL13:00:00:00,22JUL13:00:00:00,,23AUG13:00:00:00,11APR13:00:00:00,,,11APR13:00:00:00,0,0,0,,,0,0,E-6,0,,19459,,19563,19561,2,19593,30
0035000001tfgvKAAQ,0,22JUL13:17:21:00,Blue,24JUL13:00:00:00,22JUL13:00:00:00,,29JUL13:00:00:00,16AUG13:00:00:00,,29JUL13:00:00:00,16AUG13:00:00:00,0,0,0,,,0,0,E-4,0,19568,19586,18,19563,19561,2,19568,5
0035000001tfh84AAA,0,22JUL13:16:51:00,Blue,25JUL13:00:00:00,22JUL13:00:00:00,,16AUG13:00:00:00,27JUN14:00:00:00,,16AUG13:00:00:00,27JUN14:00:00:00,0,0,0,4,,0,0,E-5,0,19586,19901,315,19564,19561,3,19586,22
0035000001tfhPdAAI,0,22JUL13:17:45:00,Blue,23JUL13:00:00:00,22JUL13:00:00:00,,25JUL13:00:00:00,10JUL13:00:00:00,,25JUL13:00:00:00,10NOV13:00:00:00,0,0,0,5,,0,0,E-4,0,19564,19672,108,19562,19561,1,19564,2
0035000001tfi4oAAA,0,22JUL13:19:41:00,Blue,23JUL13:00:00:00,22APR14:00:00:00,,26AUG13:00:00:00,07JUL15:00:00:00,,26AUG13:00:00:00,07JUN15:00:00:00,0,0,0,3,,0,0,E-4,0,19596,20246,650,19562,19835,-273,19596,34
0035000001tfiyNAAQ,0,22JUL13:22:56:00,Blue,30JUN14:00:00:00,30JUN14:00:00:00,,07JAN14:00:00:00,08APR14:00:00:00,,07JAN14:00:00:00,18AUG14:00:00:00,0,0,0,2,,0,0,E-4,0,19730,19953,223,19904,19904,0,19730,-174
0035000001tfjELAAY,0,23JUL13:00:48:00,Blue,29JUL13:00:00:00,29JUL13:00:00:00,,,26AUG13:00:00:00,,,23AUG13:00:00:00,0,0,0,,,0,0,E-4,0,,19593,,19568,19568,0,,
0035000001tfjUsAAI,0,23JUL13:03:16:00,Blue,08MAY13:00:00:00,30JUL13:00:00:00,,22AUG13:00:00:00,11APR13:00:00:00,,22AUG13:00:00:00,30JUN14:00:00:00,0,0,0,,,0,0,W-4,0,19592,19904,312,19486,19569,-83,19592,106
0035000001tflOZAAY,0,23JUL13:13:06:00,Blue,,08APR14:00:00:00,,31JUL13:00:00:00,01MAY15:00:00:00,22JAN15:00:00:00,09SEP14:00:00:00,23JAN15:00:00:00,0,0,0,,23JUL13:00:00:00,1,0,E-4,1,19975,20111,136,,19821,,19570,
0035000001tflSlAAI,0,23JUL13:13:26:00,Blue,,23JUL13:00:00:00,,31JUL13:00:00:00,24MAR14:00:00:00,,,31MAR14:00:00:00,0,0,0,,23JUL13:00:00:00,0,0,E-4,1,,19813,,,19562,,19570,
0035000001tflXvAAI,0,23JUL13:13:43:00,Blue,,08APR14:00:00:00,,26JUL13:00:00:00,19DEC14:00:00:00,,09SEP14:00:00:00,19DEC14:00:00:00,0,0,0,,23JUL13:00:00:00,0,0,E-4,1,19975,20076,101,,19821,,19565,
0035000001tflt3AAA,0,23JUL13:14:41:00,Blue,,08APR14:00:00:00,,30JUL13:00:00:00,29OCT15:00:00:00,,09SEP14:00:00:00,29OCT15:00:00:00,1,1,0,,23JUL13:00:00:00,1,0,E-5,1,19975,20390,415,,19821,,19569,
0035000001tflzkAAA,0,23JUL13:14:55:00,Blue,,08APR14:00:00:00,,24JUL13:00:00:00,13APR15:00:00:00,,09SEP14:00:00:00,06APR15:00:00:00,0,0,0,,23JUL13:00:00:00,1,0,E-6,1,19975,20184,209,,19821,,19563,
0035000001tfmEGAAY,0,23JUL13:15:33:00,Blue,21JUL14:00:00:00,21JUL14:00:00:00,,29JUL14:00:00:00,03MAY15:00:00:00,,29JUL14:00:00:00,03MAY15:00:00:00,0,0,0,,,0,1,O-2,0,19933,20211,278,19925,19925,0,19933,8
0035000001tfo37AAA,0,23JUL13:19:14:00,Blue,,08APR14:00:00:00,23JUL13:00:00:00,26JUL13:00:00:00,19SEP14:00:00:00,,09SEP14:00:00:00,19SEP14:00:00:00,0,0,0,,23JUL13:00:00:00,0,0,E-3,1,19975,19985,10,,19821,,19565,
0035000001tfpLkAAI,0,23JUL13:22:36:00,Blue,30JUL13:00:00:00,29JUL13:00:00:00,,21AUG13:00:00:00,10JAN13:00:00:00,,21AUG13:00:00:00,10JAN13:00:00:00,0,0,0,,,0,0,E-6,0,19591,19368,-223,19569,19568,1,19591,22
0035000001tfpcCAAQ,0,24JUL13:01:20:00,Blue,30JUL13:00:00:00,29JUL13:00:00:00,,22AUG13:00:00:00,09SEP13:00:00:00,,22AUG13:00:00:00,25OCT13:00:00:00,0,0,0,,,0,0,E-6,0,19592,19656,64,19569,19568,1,19592,23
0035000001tfqgyAAA,0,24JUL13:07:24:00,Blue,29JUL13:00:00:00,29JUL13:00:00:00,,16AUG13:00:00:00,29JUL14:00:00:00,30JUN14:00:00:00,16AUG13:00:00:00,29JUL14:00:00:00,0,0,0,5,,0,0,E-4,0,19586,19933,347,19568,19568,0,19586,18
0035000001tft2AAAQ,0,24JUL13:16:34:00,Blue,03APR14:00:00:00,03MAR14:00:00:00,,03APR14:00:00:00,06OCT14:00:00:00,,03APR14:00:00:00,16JUN14:00:00:00,0,0,0,2,,0,1,E-7,0,19816,19890,74,19816,19785,31,19816,0
0035000001tftKEAAY,0,24JUL13:17:32:00,Blue,31JUL13:00:00:00,30JUL13:00:00:00,,08MAY13:00:00:00,12SEP13:00:00:00,,08MAY13:00:00:00,31OCT14:00:00:00,0,0,0,,,0,0,E-4,0,19486,20027,541,19570,19569,1,19486,-84
0035000001tftRjAAI,0,24JUL13:17:44:00,Blue,29JUL13:00:00:00,29JUL13:00:00:00,,19AUG13:00:00:00,09AUG13:00:00:00,,19AUG13:00:00:00,02OCT14:00:00:00,0,0,0,7,,0,0,E-4,0,19589,19998,409,19568,19568,0,19589,21
0035000001tfts3AAA,0,24JUL13:19:04:00,Blue,08JAN13:00:00:00,29JUL13:00:00:00,,08SEP13:00:00:00,12DEC13:00:00:00,,08SEP13:00:00:00,12DEC13:00:00:00,0,0,0,1,,0,1,E-5,0,19609,19704,95,19366,19568,-202,19609,243
0035000001tfuicAAA,0,24JUL13:21:22:00,Blue,08JUL13:00:00:00,08MAY13:00:00:00,,08SEP13:00:00:00,09OCT13:00:00:00,,08SEP13:00:00:00,09DEC13:00:00:00,0,0,0,,,0,0,E-6,0,19609,19701,92,19547,19486,61,19609,62
0035000001tfvHXAAY,0,25JUL13:01:12:00,Blue,29JUL13:00:00:00,29JUL13:00:00:00,,,08FEB13:00:00:00,,,08FEB13:00:00:00,0,0,0,1,,0,1,E-5,0,,19397,,19568,19568,0,,
0035000001tfvjUAAQ,0,25JUL13:06:41:00,Blue,23SEP13:00:00:00,23SEP13:00:00:00,,26SEP13:00:00:00,17OCT13:00:00:00,,26SEP13:00:00:00,18OCT13:00:00:00,0,0,0,,,0,0,E-6,0,19627,19649,22,19624,19624,0,19627,3
0035000001tfyfMAAQ,0,25JUL13:18:21:00,Blue,,23JUL13:00:00:00,,25JUL13:00:00:00,06MAR14:00:00:00,,,16JUN14:00:00:00,0,0,0,1,23JUL13:00:00:00,0,0,E-7,1,,19890,,,19562,,19564,
0035000001tfz3DAAQ,0,25JUL13:19:08:00,Blue,31JUL13:00:00:00,30JUL13:00:00:00,,08JUN13:00:00:00,20AUG13:00:00:00,,08JUN13:00:00:00,20AUG13:00:00:00,0,0,0,,,0,0,E-9,0,19517,19590,73,19570,19569,1,19517,-53
0035000001tg3QlAAI,0,26JUL13:16:41:00,Blue,30JUL13:00:00:00,29JUL13:00:00:00,,19AUG13:00:00:00,08APR14:00:00:00,,19AUG13:00:00:00,29AUG14:00:00:00,0,0,0,,,0,0,E-4,0,19589,19964,375,19569,19568,1,19589,20
0035000001tg3UYAAY,0,26JUL13:16:51:00,Blue,30JUL13:00:00:00,29JUL13:00:00:00,,08AUG13:00:00:00,19DEC13:00:00:00,,08AUG13:00:00:00,01JUN14:00:00:00,0,0,0,,,0,0,E-6,0,19578,19875,297,19569,19568,1,19578,9
0035000001tg4HlAAI,0,26JUL13:18:58:00,Blue,08JAN13:00:00:00,30JUL13:00:00:00,,16AUG13:00:00:00,28OCT13:00:00:00,,16AUG13:00:00:00,04JUN14:00:00:00,0,0,0,4,,0,0,W-4,0,19586,19878,292,19366,19569,-203,19586,220
0035000001tg4PGAAY,0,26JUL13:19:24:00,Blue,29JUL13:00:00:00,29JUL13:00:00:00,,21AUG13:00:00:00,10AUG13:00:00:00,,21AUG13:00:00:00,14OCT13:00:00:00,0,0,0,,,0,0,E-5,0,19591,19645,54,19568,19568,0,19591,23
0035000001tg4PVAAY,0,26JUL13:19:25:00,Blue,29SEP14:00:00:00,15SEP14:00:00:00,,10JAN14:00:00:00,04JUN15:00:00:00,,10JAN14:00:00:00,04SEP15:00:00:00,0,0,0,,,0,1,E-6,0,19733,20335,602,19995,19981,14,19733,-262
0035000001tg4ViAAI,0,26JUL13:19:43:00,Blue,23JUL13:00:00:00,22JUL13:00:00:00,,22JUL14:00:00:00,09DEC13:00:00:00,,08JAN13:00:00:00,09DEC13:00:00:00,0,0,0,6,22JUL14:00:00:00,1,1,E-7,1,19366,19701,335,19562,19561,1,19926,364
0035000001tg4coAAA,0,26JUL13:20:05:00,Blue,09AUG14:00:00:00,09AUG14:00:00:00,,15SEP14:00:00:00,29SEP14:00:00:00,,22SEP14:00:00:00,29SEP14:00:00:00,0,0,0,,,0,0,E-5,0,19988,19995,7,19944,19944,0,19981,37
0035000001tg5WtAAI,0,27JUL13:03:32:00,Blue,30JUL13:00:00:00,29JUL13:00:00:00,,08JAN13:00:00:00,09JUN13:00:00:00,,08JAN13:00:00:00,09NOV13:00:00:00,0,0,0,4,,0,1,E-7,0,19366,19671,305,19569,19568,1,19366,-203
0035000001tg5zJAAQ,0,27JUL13:13:40:00,Blue,19AUG13:00:00:00,19AUG13:00:00:00,,23AUG13:00:00:00,23FEB15:00:00:00,,23AUG13:00:00:00,03MAY15:00:00:00,0,0,0,3,,0,0,O-3,0,19593,20211,618,19589,19589,0,19593,4
0035000001tg60QAAQ,0,27JUL13:14:16:00,Blue,30AUG13:00:00:00,22APR14:00:00:00,,17OCT13:00:00:00,11APR14:00:00:00,,17OCT13:00:00:00,11APR14:00:00:00,0,0,0,2,,0,0,E-3,0,19648,19824,176,19600,19835,-235,19648,48
0035000001tg6lKAAQ,0,28JUL13:13:47:00,Blue,29JUL13:00:00:00,29JUL13:00:00:00,,08JAN13:00:00:00,15OCT13:00:00:00,,08JAN13:00:00:00,15OCT13:00:00:00,0,0,0,1,,0,0,E-4,0,19366,19646,280,19568,19568,0,19366,-202
0035000001tg6zqAAA,0,29JUL13:00:06:00,Blue,30JUL13:00:00:00,29JUL13:00:00:00,,31JUL13:00:00:00,18FEB14:00:00:00,,31JUL13:00:00:00,17MAR14:00:00:00,0,0,0,1,,0,0,E-6,0,19570,19799,229,19569,19568,1,19570,1
0035000001tg9ZNAAY,0,29JUL13:14:42:00,Blue,30JUL13:00:00:00,29JUL13:00:00:00,,08JAN13:00:00:00,16OCT13:00:00:00,,08JAN13:00:00:00,16OCT13:00:00:00,0,0,0,2,,0,1,E-6,0,19366,19647,281,19569,19568,1,19366,-203
0035000001tg9aLAAQ,0,29JUL13:14:44:00,Blue,29JUL13:00:00:00,29JUL13:00:00:00,,31JUL13:00:00:00,21JAN14:00:00:00,,31JUL13:00:00:00,21JAN14:00:00:00,0,0,0,1,,0,0,O-2,0,19570,19744,174,19568,19568,0,19570,2
0035000001tg9ntAAA,0,29JUL13:15:14:00,Blue,08JAN13:00:00:00,29JUL13:00:00:00,,15AUG13:00:00:00,11JUL13:00:00:00,,,11AUG13:00:00:00,0,0,0,,,0,0,E-5,0,,19581,,19366,19568,-202,19585,219
0035000001tg9pGAAQ,0,29JUL13:15:18:00,Blue,29JUL13:00:00:00,29JUL13:00:00:00,,13AUG13:00:00:00,13SEP13:00:00:00,,13AUG13:00:00:00,11JAN13:00:00:00,0,0,0,3,,0,0,E-3,0,19583,19369,-214,19568,19568,0,19583,15
0035000001tgADNAA2,0,29JUL13:16:14:00,Blue,08JAN13:00:00:00,29JUL13:00:00:00,,16SEP13:00:00:00,19NOV13:00:00:00,,17SEP13:00:00:00,29JAN14:00:00:00,0,0,0,4,,0,0,E-4,0,19618,19752,134,19366,19568,-202,19617,251
0035000001tgATyAAM,0,29JUL13:16:58:00,Blue,25JUL13:00:00:00,25JUL13:00:00:00,,08MAY13:00:00:00,16AUG13:00:00:00,,08MAY13:00:00:00,16AUG13:00:00:00,0,0,0,5,,0,0,E-3,0,19486,19586,100,19564,19564,0,19486,-78
0035000001tgAUIAA2,0,29JUL13:17:00:00,Blue,23JUL13:00:00:00,23JUL13:00:00:00,,30JUL13:00:00:00,18OCT13:00:00:00,,31JUL13:00:00:00,18OCT13:00:00:00,0,0,0,1,,0,1,E-6,0,19570,19649,79,19562,19562,0,19569,7
0035000001tgAUmAAM,0,29JUL13:17:01:00,Blue,22JUL13:00:00:00,22JUL13:00:00:00,,24JUL13:00:00:00,29JUL13:00:00:00,,,08FEB13:00:00:00,0,0,0,M,,0,1,Spo,0,,19397,,19561,19561,0,19563,2
0035000001tgAlzAAE,0,29JUL13:17:46:00,Blue,08DEC13:00:00:00,29JUL13:00:00:00,,10MAR13:00:00:00,20FEB14:00:00:00,,10MAR13:00:00:00,24FEB14:00:00:00,0,0,0,1,,0,0,E-4,0,19427,19778,351,19700,19568,132,19427,-273
0035000001tgAo4AAE,0,29JUL13:17:53:00,Blue,08JAN13:00:00:00,29JUL13:00:00:00,,08DEC13:00:00:00,19AUG13:00:00:00,,08DEC13:00:00:00,30AUG13:00:00:00,0,0,0,3,,0,0,E-5,0,19700,19600,-100,19366,19568,-202,19700,334
0035000001tgB3KAAU,0,29JUL13:18:59:00,Blue,19AUG13:00:00:00,14APR14:00:00:00,,22NOV13:00:00:00,03SEP15:00:00:00,,22NOV13:00:00:00,20APR15:00:00:00,0,0,0,5,,0,0,W-2,0,19684,20198,514,19589,19827,-238,19684,95
0035000001tgB3ZAAU,0,29JUL13:19:16:00,Blue,19AUG13:00:00:00,29JUL13:00:00:00,,28AUG13:00:00:00,09AUG14:00:00:00,,28AUG13:00:00:00,14NOV14:00:00:00,0,0,0,,,0,0,E-4,0,19598,20041,443,19589,19568,21,19598,9
0035000001tgBkrAAE,0,29JUL13:20:16:00,Blue,30JUL13:00:00:00,29JUL13:00:00:00,,08FEB13:00:00:00,09NOV13:00:00:00,,08FEB13:00:00:00,09NOV13:00:00:00,0,0,0,4,,0,0,E-5,0,19397,19671,274,19569,19568,1,19397,-172
0035000001tgBn7AAE,0,29JUL13:20:23:00,Blue,30JUL13:00:00:00,29JUL13:00:00:00,,08MAY13:00:00:00,11APR13:00:00:00,,23AUG13:00:00:00,11MAY13:00:00:00,0,0,0,1,,0,0,E-6,0,19593,19489,-104,19569,19568,1,19486,-83
0035000001tgCHvAAM,0,29JUL13:22:13:00,Blue,30JUL13:00:00:00,30JUL13:00:00:00,,08SEP13:00:00:00,13DEC13:00:00:00,,08SEP13:00:00:00,13DEC13:00:00:00,0,0,0,1,,0,0,E-4,0,19609,19705,96,19569,19569,0,19609,40
0035000001tgCPGAA2,0,29JUL13:22:29:00,Blue,31JUL13:00:00:00,30JUL13:00:00:00,,08FEB13:00:00:00,17DEC13:00:00:00,,08FEB13:00:00:00,17DEC13:00:00:00,0,0,0,1,,0,0,O-4,0,19397,19709,312,19570,19569,1,19397,-173
0035000001tgCS5AAM,0,29JUL13:22:43:00,Blue,31JUL13:00:00:00,08MAY14:00:00:00,,13AUG13:00:00:00,14NOV13:00:00:00,,13AUG13:00:00:00,23APR15:00:00:00,0,0,0,,,0,0,O-3,0,19583,20201,618,19570,19851,-281,19583,13
0035000001tgCa9AAE,0,29JUL13:23:36:00,Blue,08JUN13:00:00:00,30JUL13:00:00:00,,19AUG13:00:00:00,06FEB14:00:00:00,,19AUG13:00:00:00,06SEP14:00:00:00,0,0,0,3,,0,0,E-4,0,19589,19972,383,19517,19569,-52,19589,72
0035000001tgCeaAAE,0,30JUL13:00:12:00,Blue,08FEB13:00:00:00,30JUL13:00:00:00,,28AUG13:00:00:00,05JAN14:00:00:00,,28AUG13:00:00:00,05MAY14:00:00:00,0,0,0,4,,0,0,E-4,0,19598,19848,250,19397,19569,-172,19598,201
0035000001tgCqYAAU,0,30JUL13:02:04:00,Blue,30JUL13:00:00:00,30JUL13:00:00:00,,08DEC13:00:00:00,04AUG14:00:00:00,,08DEC13:00:00:00,05MAY14:00:00:00,0,0,0,2,,0,0,E-5,0,19700,19848,148,19569,19569,0,19700,131
0035000001tgFCwAAM,0,30JUL13:15:27:00,Blue,30JUL13:00:00:00,30JUL13:00:00:00,,08JAN13:00:00:00,29JUN15:00:00:00,,23FEB15:00:00:00,07JUN15:00:00:00,1,1,0,2,30JUL13:00:00:00,0,0,E-7,1,20142,20246,104,19569,19569,0,19366,-203
0035000001tgFDbAAM,0,30JUL13:15:37:00,Blue,30JUL13:00:00:00,30JUL13:00:00:00,27FEB15:00:00:00,08JAN13:00:00:00,06AUG15:00:00:00,,09APR13:00:00:00,08MAR15:00:00:00,0,0,0,2,30JUL13:00:00:00,1,1,O-4,1,19457,20155,698,19569,19569,0,19366,-203
0035000001tgFFgAAM,0,30JUL13:15:33:00,Blue,30JUL13:00:00:00,30JUL13:00:00:00,,08JAN13:00:00:00,18DEC14:00:00:00,,09APR13:00:00:00,18DEC14:00:00:00,0,0,0,2,30JUL13:00:00:00,0,1,E-6,1,19457,20075,618,19569,19569,0,19366,-203
0035000001tgFJ9AAM,0,30JUL13:15:41:00,Blue,30JUL13:00:00:00,30JUL13:00:00:00,,08JAN13:00:00:00,21JAN14:00:00:00,,09APR13:00:00:00,20JAN14:00:00:00,0,0,0,2,30JUL13:00:00:00,0,1,E-5,1,19457,19743,286,19569,19569,0,19366,-203
0035000001tgFN1AAM,0,30JUL13:15:51:00,Blue,30JUL13:00:00:00,30JUL13:00:00:00,,08JAN13:00:00:00,16JUN15:00:00:00,,22SEP14:00:00:00,16JUN15:00:00:00,0,0,0,2,30JUL13:00:00:00,0,1,E-6,1,19988,20255,267,19569,19569,0,19366,-203
